,station,date,avg_aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1811,"IITG, Guwahati - PCBA",2025-03-08,4.791666666666667,845.3133333333334,0.16583333333333336,14.895000000000005,100.95541666666666,8.268333333333333,86.90875,102.12833333333332,14.847083333333332
1812,"IITG, Guwahati - PCBA",2025-03-09,4.166666666666667,738.2233333333335,0.09500000000000001,12.129999999999997,81.82208333333334,4.617499999999999,64.5775,75.57666666666664,11.272916666666667
1813,"IITG, Guwahati - PCBA",2025-03-10,4.583333333333333,1084.5266666666664,0.5991666666666667,23.626666666666665,84.95916666666668,7.570000000000001,86.76666666666667,104.43874999999997,15.911666666666664
1814,"IITG, Guwahati - PCBA",2025-03-11,5.0,987.4508333333333,0.26916666666666667,20.21708333333333,75.35583333333334,13.432916666666666,92.23875,106.42124999999999,13.049999999999999
1815,"IITG, Guwahati - PCBA",2025-03-12,4.458333333333333,781.6154166666665,0.059166666666666666,12.06,84.71458333333335,7.327499999999998,75.25166666666668,82.56333333333333,5.728333333333334
1816,"IITG, Guwahati - PCBA",2025-03-13,3.3333333333333335,686.765,0.05791666666666667,6.570833333333334,70.55708333333335,4.384583333333334,39.93958333333334,42.628750000000004,3.9875000000000003
1817,"IITG, Guwahati - PCBA",2025-03-14,2.2916666666666665,636.1404166666666,0.08708333333333333,5.133333333333332,86.33708333333333,4.004166666666667,19.167083333333334,22.19791666666667,4.487499999999999
1818,"IITG, Guwahati - PCBA",2025-03-15,2.5,740.7270833333333,0.08791666666666666,8.715833333333334,72.06166666666665,3.4891666666666676,24.75708333333333,29.60375,5.994166666666666
1819,"IITG, Guwahati - PCBA",2025-03-16,2.5833333333333335,732.38125,0.10999999999999997,8.761666666666668,66.42916666666667,3.228333333333334,27.056249999999995,32.675,5.950833333333333
1820,"IITG, Guwahati - PCBA",2025-03-17,4.0,953.515,0.8354166666666667,16.326666666666668,106.31250000000001,9.883333333333331,64.84375,78.7375,24.242499999999996
1821,"IITG, Guwahati - PCBA",2025-03-18,3.7083333333333335,486.63208333333324,0.13000000000000003,6.053333333333334,131.90541666666667,7.978333333333335,38.461666666666666,46.792916666666656,9.190833333333334
1822,"IITG, Guwahati - PCBA",2025-03-19,4.583333333333333,932.6545833333334,0.34,19.578333333333333,122.48666666666666,10.850416666666668,81.44916666666668,97.57249999999999,21.622916666666665
1823,"IITG, Guwahati - PCBA",2025-03-20,4.708333333333333,1023.0541666666664,0.4583333333333334,20.272916666666667,87.97708333333334,7.094166666666667,89.10166666666667,108.91708333333332,18.012916666666666
1824,"IITG, Guwahati - PCBA",2025-03-21,4.666666666666667,968.8145833333333,0.27625,20.000416666666663,55.38791666666666,8.038333333333334,79.43750000000001,95.11250000000003,18.894166666666667
1825,"IITG, Guwahati - PCBA",2025-03-22,4.25,1054.7645833333333,0.01958333333333333,17.25,53.17499999999999,6.720416666666668,77.85208333333333,83.03125000000001,6.403333333333332
